loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,grade,sub_grade,fico_score,dti,application_type,loan_status
4000.0,4000.0,36 months,13.49,135.73,1 year,MORTGAGE,30000.0,Verified,other,MI,C,C1,687.0,24.04,Individual,Fully Paid
25000.0,25000.0,60 months,19.03,648.93,4 years,RENT,150000.0,Verified,debt_consolidation,MA,E,E2,682.0,11.0,Individual,Fully Paid
15000.0,15000.0,36 months,7.9,469.36,10+ years,MORTGAGE,85000.0,Not Verified,debt_consolidation,MN,A,A4,767.0,12.72,Individual,Fully Paid
35000.0,35000.0,36 months,7.9,1095.16,< 1 year,RENT,120000.0,Verified,other,MA,A,A4,802.0,0.94,Individual,Fully Paid
10000.0,10000.0,36 months,12.42,334.16,9 years,MORTGAGE,56000.0,Verified,debt_consolidation,CT,B,B4,702.0,12.58,Individual,Fully Paid
10000.0,10000.0,36 months,11.71,330.76,4 years,RENT,73000.0,Verified,debt_consolidation,NY,B,B3,687.0,6.87,Individual,Fully Paid
14400.0,14400.0,36 months,10.65,469.06,4 years,RENT,45000.0,Not Verified,credit_card,NJ,B,B2,717.0,9.44,Individual,Fully Paid
35000.0,35000.0,60 months,23.52,997.16,< 1 year,RENT,108600.0,Verified,debt_consolidation,WI,G,G3,662.0,21.2,Individual,Charged Off
6075.0,6075.0,36 months,12.42,203.0,2 years,RENT,12000.0,Verified,wedding,GA,B,B4,707.0,7.4,Individual,Charged Off
8000.0,8000.0,36 months,6.62,245.63,3 years,RENT,62400.0,Not Verified,home_improvement,NY,A,A2,787.0,1.12,Individual,Fully Paid
20000.0,20000.0,60 months,17.27,499.96,2 years,RENT,57000.0,Verified,debt_consolidation,CA,D,D3,697.0,22.86,Individual,Fully Paid
35000.0,35000.0,36 months,7.9,1095.16,5 years,MORTGAGE,125000.0,Verified,debt_consolidation,MO,A,A4,747.0,11.79,Individual,Fully Paid
17400.0,17400.0,60 months,18.25,444.22,3 years,RENT,48000.0,Source Verified,debt_consolidation,NY,D,D5,682.0,3.8,Individual,Charged Off
16000.0,16000.0,60 months,17.58,402.65,3 years,RENT,32000.0,Source Verified,debt_consolidation,NJ,D,D4,687.0,16.73,Individual,Fully Paid
1600.0,1600.0,36 months,12.42,53.47,6 years,RENT,53616.0,Source Verified,other,NJ,B,B4,687.0,12.11,Individual,Fully Paid
12800.0,12800.0,60 months,8.9,265.09,3 years,MORTGAGE,50400.0,Source Verified,debt_consolidation,NV,A,A5,747.0,19.9,Individual,Fully Paid
7750.0,7750.0,36 months,6.62,237.96,3 years,MORTGAGE,70000.0,Not Verified,car,MI,A,A2,752.0,20.38,Individual,Fully Paid
18000.0,18000.0,60 months,22.06,497.76,2 years,OWN,49989.0,Source Verified,debt_consolidation,SC,F,F4,662.0,16.18,Individual,Charged Off
5700.0,5700.0,60 months,23.52,162.4,7 years,MORTGAGE,95000.0,Source Verified,small_business,WA,G,G3,662.0,5.66,Individual,Fully Paid
12000.0,12000.0,60 months,15.27,287.19,< 1 year,RENT,52000.0,Not Verified,credit_card,VA,C,C4,702.0,16.85,Individual,Fully Paid
6000.0,6000.0,36 months,13.49,203.59,< 1 year,RENT,31200.0,Source Verified,debt_consolidation,TX,C,C1,682.0,5.08,Individual,Fully Paid
3000.0,3000.0,36 months,13.49,101.8,10+ years,MORTGAGE,130000.0,Source Verified,medical,IL,C,C1,692.0,5.65,Individual,Fully Paid
5600.0,5600.0,36 months,7.9,175.23,5 years,MORTGAGE,36000.0,Source Verified,debt_consolidation,KS,A,A4,727.0,10.43,Individual,Fully Paid
8000.0,8000.0,36 months,14.65,275.96,10+ years,RENT,33000.0,Source Verified,debt_consolidation,NM,C,C3,677.0,18.36,Individual,Charged Off
30000.0,30000.0,36 months,16.77,1066.16,< 1 year,MORTGAGE,100000.0,Verified,home_improvement,CA,D,D2,702.0,9.49,Individual,Fully Paid
20000.0,20000.0,36 months,13.49,678.61,< 1 year,MORTGAGE,85000.0,Verified,debt_consolidation,VA,C,C1,697.0,16.04,Individual,Fully Paid
10000.0,10000.0,60 months,9.91,212.03,10+ years,MORTGAGE,60000.0,Source Verified,home_improvement,CA,B,B1,737.0,6.46,Individual,Fully Paid
24000.0,24000.0,36 months,9.91,773.4,3 years,MORTGAGE,50400.0,Verified,credit_card,TX,B,B1,722.0,19.36,Individual,Fully Paid
10800.0,10800.0,60 months,20.3,287.94,7 years,MORTGAGE,95000.0,Source Verified,debt_consolidation,MN,E,E5,662.0,4.07,Individual,Charged Off
17600.0,17600.0,60 months,13.49,404.89,3 years,MORTGAGE,90000.0,Verified,debt_consolidation,CT,C,C1,732.0,19.05,Individual,Charged Off
5100.0,5100.0,36 months,7.9,159.59,5 years,RENT,53000.0,Source Verified,other,CA,A,A4,712.0,12.63,Individual,Fully Paid
6000.0,6000.0,36 months,12.69,201.27,10+ years,MORTGAGE,77000.0,Verified,home_improvement,IL,B,B5,697.0,22.78,Individual,Fully Paid
1400.0,1400.0,36 months,13.49,47.51,6 years,MORTGAGE,55000.0,Not Verified,credit_card,CA,C,C1,677.0,11.56,Individual,Fully Paid
8000.0,8000.0,36 months,15.96,281.1,9 years,MORTGAGE,74500.0,Verified,debt_consolidation,NC,C,C5,672.0,18.86,Individual,Fully Paid
7500.0,7500.0,36 months,12.42,250.62,1 year,MORTGAGE,40000.0,Verified,debt_consolidation,AR,B,B4,717.0,9.66,Individual,Fully Paid
3175.0,3175.0,36 months,6.03,96.64,1 year,RENT,28800.0,Source Verified,medical,TX,A,A1,772.0,15.46,Individual,Fully Paid
18000.0,18000.0,36 months,7.9,563.23,9 years,MORTGAGE,96720.0,Verified,debt_consolidation,TX,A,A4,737.0,19.27,Individual,Fully Paid
10000.0,10000.0,36 months,14.65,344.95,1 year,RENT,99275.0,Source Verified,wedding,MD,C,C3,677.0,11.25,Individual,Fully Paid
7000.0,7000.0,36 months,7.9,219.04,2 years,RENT,73000.0,Not Verified,debt_consolidation,NY,A,A4,712.0,20.43,Individual,Fully Paid
20000.0,20000.0,60 months,14.65,472.14,10+ years,MORTGAGE,50000.0,Verified,small_business,FL,C,C3,722.0,18.14,Individual,Charged Off
20500.0,20500.0,60 months,11.71,453.02,6 years,MORTGAGE,85000.0,Verified,debt_consolidation,TX,B,B3,737.0,4.01,Individual,Fully Paid
14800.0,14800.0,60 months,17.27,369.98,10+ years,MORTGAGE,39000.0,Source Verified,debt_consolidation,AR,D,D3,682.0,14.4,Individual,Fully Paid
30000.0,30000.0,60 months,13.49,690.15,10+ years,MORTGAGE,135000.0,Verified,small_business,VA,C,C1,747.0,7.8,Individual,Charged Off
3000.0,3000.0,36 months,6.03,91.31,4 years,MORTGAGE,66000.0,Not Verified,car,TX,A,A1,807.0,1.18,Individual,Fully Paid
5800.0,5800.0,60 months,17.27,144.99,6 years,MORTGAGE,51000.0,Verified,other,CA,D,D3,672.0,23.25,Individual,Fully Paid
4000.0,4000.0,36 months,10.65,130.3,3 years,MORTGAGE,52500.0,Source Verified,car,CA,B,B2,692.0,12.27,Individual,Fully Paid
6000.0,6000.0,36 months,12.69,201.27,4 years,MORTGAGE,40000.0,Not Verified,debt_consolidation,NY,B,B5,692.0,5.61,Individual,Fully Paid
32275.0,32275.0,60 months,11.71,713.22,2 years,RENT,77000.0,Verified,debt_consolidation,NJ,B,B3,752.0,18.12,Individual,Fully Paid
35000.0,35000.0,36 months,18.25,1269.73,,RENT,162000.0,Verified,debt_consolidation,CA,D,D5,682.0,19.81,Individual,Charged Off
7800.0,7800.0,60 months,9.91,165.39,2 years,MORTGAGE,50004.0,Verified,debt_consolidation,AZ,B,B1,737.0,10.97,Individual,Fully Paid
6000.0,6000.0,36 months,8.9,190.52,2 years,OWN,27600.0,Source Verified,debt_consolidation,GA,A,A5,707.0,21.83,Individual,Fully Paid
6300.0,6300.0,36 months,14.65,217.32,6 years,MORTGAGE,60000.0,Not Verified,car,FL,C,C3,677.0,3.66,Individual,Charged Off
18000.0,18000.0,60 months,11.71,397.77,7 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,OH,B,B3,772.0,16.2,Individual,Charged Off
5000.0,5000.0,36 months,8.9,158.77,3 years,RENT,36400.0,Not Verified,debt_consolidation,CO,A,A5,717.0,15.99,Individual,Fully Paid
16000.0,16000.0,36 months,12.42,534.65,,OWN,72000.0,Source Verified,debt_consolidation,TX,B,B4,702.0,11.08,Individual,Charged Off
5000.0,5000.0,36 months,8.9,158.77,< 1 year,RENT,24000.0,Source Verified,moving,NJ,A,A5,727.0,9.8,Individual,Fully Paid
12000.0,12000.0,36 months,19.03,440.06,3 years,RENT,62200.0,Source Verified,debt_consolidation,NJ,E,E2,672.0,12.39,Individual,Fully Paid
12000.0,12000.0,60 months,8.9,248.52,1 year,RENT,50000.0,Source Verified,small_business,NY,A,A5,772.0,3.89,Individual,Charged Off
30000.0,30000.0,60 months,9.91,636.09,10+ years,MORTGAGE,76800.0,Verified,home_improvement,UT,B,B1,782.0,27.53,Individual,Fully Paid
1300.0,1300.0,36 months,7.9,40.68,1 year,RENT,41000.0,Not Verified,debt_consolidation,MA,A,A4,737.0,9.72,Individual,Fully Paid
16000.0,16000.0,36 months,6.03,486.97,10+ years,MORTGAGE,84000.0,Verified,credit_card,PA,A,A1,772.0,16.73,Individual,Fully Paid
11250.0,11250.0,36 months,17.58,404.35,5 years,MORTGAGE,96000.0,Verified,debt_consolidation,MD,D,D4,697.0,21.95,Individual,Fully Paid
7000.0,7000.0,36 months,17.58,251.6,3 years,RENT,52800.0,Not Verified,debt_consolidation,TX,D,D4,662.0,19.05,Individual,Fully Paid
5000.0,5000.0,36 months,7.51,155.56,7 years,MORTGAGE,52000.0,Not Verified,debt_consolidation,CO,A,A3,757.0,9.53,Individual,Fully Paid
8000.0,8000.0,36 months,7.9,250.33,8 years,RENT,64000.0,Verified,debt_consolidation,NY,A,A4,727.0,9.54,Individual,Fully Paid
12000.0,12000.0,36 months,8.9,381.04,< 1 year,RENT,38400.0,Source Verified,debt_consolidation,NJ,A,A5,717.0,12.56,Individual,Fully Paid
4000.0,4000.0,36 months,6.03,121.75,7 years,RENT,48000.0,Not Verified,debt_consolidation,MI,A,A1,762.0,11.2,Individual,Fully Paid
7000.0,7000.0,36 months,9.91,225.58,10+ years,MORTGAGE,130000.0,Verified,debt_consolidation,TX,B,B1,697.0,17.22,Individual,Fully Paid
7600.0,7600.0,36 months,6.03,231.32,10+ years,MORTGAGE,70920.0,Not Verified,debt_consolidation,TX,A,A1,757.0,3.76,Individual,Fully Paid
20000.0,20000.0,60 months,17.27,499.96,10+ years,MORTGAGE,93000.0,Source Verified,home_improvement,WA,D,D3,697.0,12.76,Individual,Fully Paid
10000.0,10000.0,36 months,11.71,330.76,5 years,RENT,48132.0,Source Verified,debt_consolidation,KS,B,B3,687.0,17.8,Individual,Fully Paid
8000.0,8000.0,36 months,6.62,245.63,10+ years,OWN,42000.0,Not Verified,medical,FL,A,A2,737.0,26.14,Individual,Fully Paid
12000.0,12000.0,60 months,12.42,269.49,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,OH,B,B4,747.0,23.68,Individual,Fully Paid
16500.0,16500.0,60 months,11.71,364.62,4 years,MORTGAGE,33000.0,Verified,small_business,OH,B,B3,777.0,12.07,Individual,Charged Off
4475.0,4475.0,36 months,10.65,145.77,,OWN,15000.0,Source Verified,credit_card,IL,B,B2,687.0,13.6,Individual,Fully Paid
5750.0,5750.0,36 months,8.9,182.59,3 years,RENT,17000.0,Source Verified,debt_consolidation,CA,A,A5,702.0,11.58,Individual,Fully Paid
14600.0,14600.0,60 months,19.91,386.08,< 1 year,RENT,75000.0,Verified,debt_consolidation,WA,E,E4,702.0,3.98,Individual,Fully Paid
11200.0,11200.0,60 months,22.06,309.72,7 years,RENT,75000.0,Verified,other,NY,F,F4,692.0,22.9,Individual,Fully Paid
4900.0,4900.0,36 months,6.03,149.14,10+ years,MORTGAGE,77000.0,Not Verified,credit_card,CO,A,A1,782.0,4.82,Individual,Fully Paid
10000.0,10000.0,36 months,7.51,311.11,7 years,MORTGAGE,127500.0,Not Verified,home_improvement,CA,A,A3,787.0,5.04,Individual,Fully Paid
16000.0,16000.0,36 months,6.03,486.97,2 years,RENT,143000.0,Source Verified,wedding,NY,A,A1,787.0,13.93,Individual,Fully Paid
25200.0,25200.0,60 months,15.96,612.28,10+ years,MORTGAGE,68400.0,Verified,home_improvement,KY,C,C5,782.0,0.02,Individual,Fully Paid
18650.0,18650.0,60 months,21.67,511.6,10+ years,RENT,90000.0,Source Verified,small_business,HI,F,F3,687.0,14.19,Individual,Charged Off
12000.0,12000.0,36 months,11.71,396.92,3 years,MORTGAGE,64000.0,Verified,debt_consolidation,OR,B,B3,702.0,22.24,Individual,Fully Paid
3600.0,3600.0,36 months,12.69,120.77,8 years,MORTGAGE,90000.0,Not Verified,other,FL,B,B5,687.0,8.92,Individual,Fully Paid
15600.0,15600.0,60 months,17.58,392.59,8 years,OWN,48000.0,Verified,major_purchase,TX,D,D4,707.0,21.98,Individual,Fully Paid
15000.0,15000.0,36 months,11.71,496.14,10+ years,RENT,60000.0,Not Verified,credit_card,MA,B,B3,712.0,13.24,Individual,Fully Paid
19200.0,19200.0,36 months,14.65,662.29,9 years,MORTGAGE,88900.0,Verified,debt_consolidation,IL,C,C3,692.0,12.63,Individual,Fully Paid
9600.0,9600.0,36 months,14.65,331.15,< 1 year,RENT,60000.0,Source Verified,debt_consolidation,CA,C,C3,677.0,8.24,Individual,Fully Paid
13200.0,13200.0,36 months,7.51,410.67,6 years,MORTGAGE,83625.0,Not Verified,credit_card,CA,A,A3,757.0,4.09,Individual,Fully Paid
16000.0,16000.0,36 months,7.51,497.78,< 1 year,OWN,50000.0,Source Verified,home_improvement,AL,A,A3,762.0,15.46,Individual,Fully Paid
12000.0,12000.0,36 months,6.62,368.45,1 year,RENT,60000.0,Not Verified,debt_consolidation,CA,A,A2,747.0,8.86,Individual,Charged Off
12000.0,12000.0,60 months,16.77,296.75,10+ years,MORTGAGE,93000.0,Verified,debt_consolidation,IL,D,D2,707.0,19.81,Individual,Charged Off
4000.0,4000.0,36 months,14.27,137.24,5 years,MORTGAGE,75000.0,Source Verified,car,TX,C,C2,687.0,1.84,Individual,Fully Paid
5000.0,5000.0,36 months,7.9,156.46,,RENT,40000.0,Not Verified,debt_consolidation,CA,A,A4,717.0,19.08,Individual,Charged Off
30000.0,30000.0,60 months,23.13,847.96,3 years,RENT,102500.0,Verified,debt_consolidation,CA,G,G2,672.0,22.57,Individual,Charged Off
35000.0,35000.0,36 months,18.64,1276.6,5 years,MORTGAGE,146000.0,Verified,debt_consolidation,CA,E,E1,677.0,14.91,Individual,Fully Paid
5000.0,5000.0,36 months,6.62,153.52,7 years,MORTGAGE,46000.0,Not Verified,debt_consolidation,MI,A,A2,737.0,11.95,Individual,Fully Paid
6000.0,6000.0,36 months,15.96,210.83,< 1 year,RENT,60000.0,Verified,wedding,AZ,C,C5,662.0,21.16,Individual,Fully Paid
5700.0,5700.0,60 months,19.03,147.96,2 years,RENT,40000.0,Not Verified,other,MT,E,E2,662.0,12.27,Individual,Fully Paid
5000.0,5000.0,36 months,11.71,165.38,< 1 year,RENT,70000.0,Verified,other,MO,B,B3,687.0,14.21,Individual,Fully Paid
23000.0,23000.0,60 months,13.49,529.11,10+ years,MORTGAGE,45948.0,Verified,small_business,MO,C,C1,782.0,2.53,Individual,Charged Off
12000.0,12000.0,60 months,16.77,296.75,10+ years,MORTGAGE,80600.0,Verified,other,IL,D,D2,687.0,20.5,Individual,Fully Paid
25000.0,25000.0,60 months,10.65,539.21,10+ years,RENT,79000.0,Verified,debt_consolidation,CA,B,B2,767.0,14.92,Individual,Fully Paid
6000.0,6000.0,36 months,9.91,193.35,1 year,RENT,57600.0,Not Verified,debt_consolidation,NV,B,B1,692.0,7.98,Individual,Fully Paid
10000.0,10000.0,36 months,7.51,311.11,7 years,RENT,60000.0,Not Verified,small_business,CA,A,A3,747.0,20.32,Individual,Fully Paid
7500.0,7500.0,60 months,19.03,194.68,10+ years,MORTGAGE,150000.0,Not Verified,other,MA,E,E2,667.0,4.5,Individual,Fully Paid
7000.0,7000.0,36 months,7.9,219.04,10+ years,MORTGAGE,74346.0,Source Verified,credit_card,MO,A,A4,727.0,17.58,Individual,Fully Paid
10000.0,10000.0,36 months,14.27,343.09,< 1 year,RENT,40992.0,Source Verified,debt_consolidation,NJ,C,C2,682.0,17.54,Individual,Fully Paid
20000.0,20000.0,36 months,13.49,678.61,5 years,MORTGAGE,52000.0,Verified,debt_consolidation,OH,C,C1,682.0,20.95,Individual,Fully Paid
9600.0,9600.0,36 months,7.9,300.39,3 years,MORTGAGE,145000.0,Verified,home_improvement,GA,A,A4,727.0,7.42,Individual,Fully Paid
20000.0,20000.0,60 months,18.25,510.6,2 years,OWN,58000.0,Verified,home_improvement,CA,D,D5,692.0,16.74,Individual,Fully Paid
6550.0,6550.0,36 months,10.65,213.36,< 1 year,RENT,47000.0,Not Verified,debt_consolidation,LA,B,B2,702.0,18.28,Individual,Fully Paid
2500.0,2500.0,36 months,9.91,80.57,2 years,OWN,53000.0,Source Verified,other,CA,B,B1,712.0,18.43,Individual,Fully Paid
12000.0,12000.0,60 months,19.42,314.07,6 years,MORTGAGE,56004.0,Not Verified,home_improvement,NY,E,E3,662.0,7.2,Individual,Fully Paid
2500.0,2500.0,36 months,9.91,80.57,< 1 year,RENT,13200.0,Source Verified,other,OH,B,B1,717.0,15.82,Individual,Charged Off
30400.0,30400.0,60 months,21.28,827.22,3 years,MORTGAGE,110000.0,Verified,credit_card,WI,F,F2,682.0,7.42,Individual,Fully Paid
11300.0,11300.0,60 months,12.69,255.33,10+ years,OWN,59500.0,Not Verified,debt_consolidation,NJ,B,B5,727.0,13.37,Individual,Fully Paid
8575.0,8575.0,36 months,19.42,316.15,< 1 year,RENT,27840.0,Not Verified,debt_consolidation,FL,E,E3,672.0,15.47,Individual,Charged Off
16000.0,16000.0,36 months,11.71,529.22,7 years,RENT,42494.0,Source Verified,car,MD,B,B3,712.0,10.65,Individual,Charged Off
13000.0,13000.0,60 months,11.71,287.28,4 years,RENT,33600.0,Verified,debt_consolidation,NJ,B,B3,727.0,11.21,Individual,Fully Paid
8500.0,8500.0,36 months,10.65,276.88,10+ years,RENT,60353.0,Verified,credit_card,CA,B,B2,707.0,11.47,Individual,Fully Paid
6000.0,6000.0,36 months,12.69,201.27,1 year,RENT,40000.0,Verified,debt_consolidation,NY,B,B5,672.0,15.06,Individual,Fully Paid
8800.0,8800.0,36 months,6.03,267.84,8 years,RENT,65000.0,Source Verified,debt_consolidation,MA,A,A1,752.0,7.03,Individual,Fully Paid
25000.0,25000.0,36 months,11.71,826.9,10+ years,MORTGAGE,102000.0,Verified,debt_consolidation,IL,B,B3,732.0,15.55,Individual,Fully Paid
6000.0,6000.0,36 months,7.51,186.67,10+ years,MORTGAGE,32468.8,Not Verified,car,AR,A,A3,727.0,29.35,Individual,Fully Paid
12000.0,12000.0,36 months,10.65,390.88,< 1 year,RENT,95000.0,Source Verified,other,NY,B,B2,712.0,1.74,Individual,Fully Paid
9600.0,9600.0,60 months,16.77,237.4,6 years,RENT,60000.0,Verified,major_purchase,CA,D,D2,722.0,8.54,Individual,Fully Paid
8300.0,8300.0,36 months,7.9,259.71,,OWN,35000.0,Verified,home_improvement,FL,A,A4,727.0,28.15,Individual,Fully Paid
5500.0,5500.0,36 months,17.58,197.69,3 years,RENT,33900.0,Not Verified,credit_card,NY,D,D4,662.0,7.61,Individual,Fully Paid
35000.0,35000.0,36 months,7.9,1095.16,10+ years,MORTGAGE,95000.0,Verified,house,CA,A,A4,772.0,2.93,Individual,Fully Paid
3000.0,3000.0,36 months,11.71,99.23,1 year,RENT,40000.0,Not Verified,debt_consolidation,CT,B,B3,682.0,14.1,Individual,Fully Paid
2500.0,2500.0,36 months,13.49,84.83,3 years,RENT,50000.0,Not Verified,debt_consolidation,OH,C,C1,662.0,16.58,Individual,Fully Paid
12000.0,12000.0,36 months,16.77,426.47,5 years,MORTGAGE,64000.0,Not Verified,debt_consolidation,MO,D,D2,662.0,18.32,Individual,Fully Paid
7200.0,7200.0,36 months,7.9,225.29,10+ years,RENT,149000.0,Source Verified,debt_consolidation,NY,A,A4,717.0,13.63,Individual,Fully Paid
2000.0,2000.0,36 months,6.62,61.41,7 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,CA,A,A2,732.0,8.11,Individual,Fully Paid
22000.0,22000.0,36 months,19.91,816.6,6 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,OH,E,E4,662.0,18.24,Individual,Fully Paid
14000.0,14000.0,36 months,7.9,438.07,2 years,RENT,28800.0,Source Verified,credit_card,CA,A,A4,747.0,18.67,Individual,Fully Paid
7500.0,7500.0,36 months,14.27,257.32,4 years,RENT,57000.0,Source Verified,debt_consolidation,NJ,C,C2,682.0,12.44,Individual,Fully Paid
6000.0,6000.0,36 months,9.91,193.35,< 1 year,RENT,82000.0,Source Verified,debt_consolidation,NC,B,B1,707.0,11.15,Individual,Fully Paid
15000.0,15000.0,60 months,19.42,392.59,5 years,RENT,55000.0,Verified,debt_consolidation,CA,E,E3,672.0,20.68,Individual,Charged Off
22900.0,22900.0,60 months,18.25,584.63,10+ years,RENT,55000.0,Verified,debt_consolidation,NY,D,D5,697.0,15.91,Individual,Charged Off
3500.0,3500.0,36 months,6.03,106.53,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,IL,A,A1,747.0,19.94,Individual,Fully Paid
35000.0,35000.0,60 months,20.89,944.71,4 years,OWN,70000.0,Verified,other,TX,F,F1,687.0,12.58,Individual,Fully Paid
1950.0,1950.0,36 months,12.69,65.42,,OWN,12000.0,Source Verified,other,NY,B,B5,692.0,20.3,Individual,Fully Paid
12000.0,12000.0,36 months,6.62,368.45,7 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,NY,A,A2,742.0,22.42,Individual,Fully Paid
5000.0,5000.0,36 months,14.27,171.55,6 years,OWN,35000.0,Not Verified,major_purchase,TX,C,C2,662.0,16.42,Individual,Fully Paid
6250.0,6250.0,60 months,17.27,156.24,10+ years,RENT,55000.0,Source Verified,debt_consolidation,FL,D,D3,692.0,9.49,Individual,Fully Paid
15000.0,15000.0,60 months,17.58,377.49,10+ years,MORTGAGE,48000.0,Not Verified,small_business,AL,D,D4,687.0,20.32,Individual,Fully Paid
30000.0,30000.0,60 months,19.91,793.32,10+ years,MORTGAGE,173156.0,Source Verified,debt_consolidation,MA,E,E4,697.0,9.65,Individual,Fully Paid
7000.0,7000.0,36 months,7.9,219.04,10+ years,MORTGAGE,60000.0,Source Verified,credit_card,TX,A,A4,712.0,21.12,Individual,Fully Paid
2600.0,2600.0,36 months,6.03,79.14,< 1 year,MORTGAGE,50000.0,Source Verified,vacation,MD,A,A1,772.0,21.34,Individual,Fully Paid
14000.0,14000.0,36 months,6.62,429.86,10+ years,MORTGAGE,150000.0,Verified,debt_consolidation,DE,A,A2,762.0,9.42,Individual,Fully Paid
15000.0,15000.0,36 months,14.27,514.64,6 years,MORTGAGE,192000.0,Verified,small_business,NC,C,C2,677.0,11.58,Individual,Fully Paid
14300.0,14300.0,36 months,6.03,435.23,10+ years,MORTGAGE,90000.0,Verified,credit_card,OH,A,A1,772.0,29.72,Individual,Fully Paid
15600.0,15600.0,60 months,15.96,379.04,4 years,OWN,52000.0,Not Verified,wedding,OH,C,C5,717.0,10.22,Individual,Fully Paid
19000.0,19000.0,60 months,16.77,469.86,10+ years,MORTGAGE,45000.0,Verified,debt_consolidation,OH,D,D2,702.0,23.25,Individual,Fully Paid
6000.0,6000.0,36 months,10.65,195.44,5 years,MORTGAGE,126000.0,Not Verified,home_improvement,NY,B,B2,687.0,14.33,Individual,Charged Off
3000.0,3000.0,36 months,12.42,100.25,9 years,RENT,31200.0,Not Verified,other,IL,B,B4,672.0,15.04,Individual,Fully Paid
3500.0,3500.0,36 months,12.69,117.41,< 1 year,RENT,34000.0,Source Verified,debt_consolidation,WA,B,B5,687.0,15.78,Individual,Fully Paid
2250.0,2250.0,36 months,18.25,81.63,1 year,RENT,15600.0,Verified,debt_consolidation,NJ,D,D5,687.0,21.69,Individual,Fully Paid
8400.0,8400.0,60 months,11.71,185.63,10+ years,MORTGAGE,70000.0,Source Verified,small_business,CA,B,B3,787.0,1.49,Individual,Fully Paid
5000.0,5000.0,36 months,9.91,161.13,,RENT,36000.0,Source Verified,vacation,CA,B,B1,692.0,22.3,Individual,Fully Paid
